,Index,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Origin Channel,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit
5553,9945,CA-2018-145415,2018-04-12,Second Class,RD-19660,Robert Dilbeck,Facebook,Seattle,Washington,98103.0,West,Power Muesli,Steel Cut,OFF-ST-10000419,40.74,3,0.0,0.4074
5554,9,CA-2017-115812,2017-06-09,Standard Class,BH-11710,Brosina Hoffman,Email,Los Angeles,California,90032.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003910,18.504,3,0.2,5.7825
5555,14,CA-2019-161389,2019-12-05,Standard Class,IM-15070,Irene Maddox,Email,Seattle,Washington,98103.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003656,407.976,3,0.2,132.5922
5556,16,US-2018-118983,2018-11-22,Standard Class,HP-14815,Harold Pawlan,Facebook,Fort Worth,Texas,76106.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000756,2.544,3,0.8,-3.816
5557,21,CA-2017-143336,2017-08-27,Second Class,ZD-21925,Zuschuss Donatelli,Email,San Francisco,California,94109.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002215,22.72,4,0.2,7.384
5558,26,CA-2019-121755,2019-01-16,Second Class,EH-13945,Eric Hoffmann,Email,Los Angeles,California,90049.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001634,11.648,2,0.2,4.2224
5559,29,US-2018-150630,2018-09-17,Standard Class,TB-21520,Tracy Blumstein,Email,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000474,9.618,2,0.7,-7.0532
5560,33,US-2018-150630,2018-09-17,Standard Class,TB-21520,Tracy Blumstein,Email,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001525,6.858,6,0.7,-5.715
5561,46,CA-2019-118255,2019-03-11,First Class,ON-18715,Odella Nelson,Sales,Eagan,Minnesota,55122.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10003291,17.46,2,0.0,8.2062
5562,50,CA-2018-115742,2018-04-18,Standard Class,DP-13000,Darren Powers,Email,New Albany,Indiana,47150.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004410,38.22,6,0.0,17.9634
5563,61,CA-2019-111682,2019-06-17,First Class,TB-21055,Ted Butterfield,Email,Troy,New York,12180.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001460,48.48,4,0.2,16.362
5564,64,CA-2018-135545,2018-11-24,Standard Class,KM-16720,Kunst Miller,Email,Los Angeles,California,90004.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001078,25.824,6,0.2,9.3612
5565,71,CA-2019-106075,2019-09-18,Standard Class,HM-14980,Henry MacAllister,Email,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004654,4.616,1,0.2,1.731
5566,76,US-2020-118038,2020-12-09,First Class,KB-16600,Ken Brennan,Sales,Houston,Texas,77041.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004182,1.248,3,0.8,-1.9344
5567,81,CA-2019-127208,2019-06-12,First Class,SC-20770,Stewart Carmichael,Sales,Decatur,Alabama,35601.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10002309,16.74,3,0.0,8.0352
5568,95,CA-2018-149587,2018-01-31,Second Class,KB-16315,Karl Braun,Email,Minneapolis,Minnesota,55407.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002852,32.96,2,0.0,16.1504
5569,96,US-2020-109484,2020-11-06,Standard Class,RB-19705,Roger Barcio,Facebook,Portland,Oregon,97206.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004738,5.682,1,0.7,-3.788
5570,98,CA-2020-157833,2020-06-17,First Class,KD-16345,Katherine Ducich,Email,San Francisco,California,94122.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001721,51.312,3,0.2,17.9592
5571,102,CA-2019-158568,2019-08-29,Standard Class,RB-19465,Rick Bensley,Facebook,Chicago,Illinois,60610.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002609,1.788,3,0.8,-3.0396
5572,106,US-2018-156867,2018-11-13,Standard Class,LC-16870,Lena Cacioppo,Email,Aurora,Colorado,80013.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002794,36.882,3,0.7,-25.8174
5573,113,CA-2019-128867,2019-11-03,Standard Class,CL-12565,Clay Ludtke,Email,Urbandale,Iowa,50322.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10003981,27.24,6,0.0,13.3476
5574,119,US-2018-136476,2018-04-05,Standard Class,GG-14650,Greg Guthrie,Sales,Bristol,Tennessee,37620.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10003650,157.794,1,0.7,-115.7156
5575,121,CA-2019-103730,2019-06-12,First Class,SC-20725,Steven Cartwright,Email,Wilmington,Delaware,19805.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003910,30.84,4,0.0,13.878
5576,127,US-2020-107272,2020-11-05,Standard Class,TS-21610,Troy Staebel,Email,Phoenix,Arizona,85023.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003274,2.388,2,0.7,-1.8308
5577,138,CA-2019-145583,2019-10-13,Standard Class,LC-16885,Lena Creighton,Email,Roseville,California,95661.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004781,76.176,3,0.2,26.6616
5578,151,CA-2019-114489,2019-12-05,Standard Class,JE-16165,Justin Ellison,Sales,Franklin,Wisconsin,53132.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002735,171.55,5,0.0,80.6285
5579,164,CA-2019-113817,2019-11-07,Standard Class,MJ-17740,Max Jones,Email,Seattle,Washington,98115.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004002,27.68,2,0.2,9.688
5580,186,CA-2019-105018,2019-11-28,Standard Class,SK-19990,Sally Knutson,Email,Fairfield,Connecticut,6824.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001890,7.16,2,0.0,3.4368
5581,199,US-2020-124303,2020-07-06,Standard Class,FH-14365,Fred Hopkins,Sales,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000343,2.946,2,0.7,-2.2586
5582,209,CA-2020-135860,2020-12-01,Standard Class,JH-15985,Joseph Holt,Email,Saginaw,Michigan,48601.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10003274,15.92,4,0.0,7.4824
5583,222,CA-2018-169397,2018-12-24,First Class,JB-15925,Joni Blumstein,Email,Dublin,Ohio,43017.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002852,19.776,4,0.7,-13.8432
5584,231,US-2017-156216,2017-09-13,Standard Class,EA-14035,Erin Ashbrook,Sales,Charlotte,North Carolina,28205.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10001679,18.648,7,0.7,-12.432
5585,234,US-2020-100930,2020-04-07,Standard Class,CS-12400,Christopher Schild,Facebook,Tampa,Florida,33614.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10001679,5.328,2,0.7,-3.552
5586,261,CA-2020-163139,2020-12-01,Second Class,CC-12670,Craig Carreira,Email,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003460,17.52,5,0.2,6.132
5587,274,CA-2018-155334,2018-07-30,First Class,HA-14920,Helen Andreada,Email,San Francisco,California,94109.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002557,10.92,3,0.2,4.095
5588,281,US-2018-161991,2018-09-26,Second Class,SC-20725,Steven Cartwright,Email,Houston,Texas,77070.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004967,2.08,5,0.8,-3.432
5589,287,CA-2019-112697,2019-12-18,Second Class,AH-10195,Alan Haines,Sales,Tamarac,Florida,33319.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10000778,254.058,7,0.7,-169.372
5590,297,CA-2017-111451,2017-12-26,First Class,KL-16555,Kelly Lampkin,Sales,Colorado Springs,Colorado,80906.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004593,78.6,5,0.7,-62.88
5591,303,CA-2019-142545,2019-10-28,Standard Class,JD-15895,Jonathan Doherty,Sales,Belleville,New Jersey,7109.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002706,14.28,1,0.0,6.5688
5592,307,CA-2017-111003,2017-06-01,Standard Class,CR-12625,Corey Roper,Facebook,Lakewood,New Jersey,8701.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001072,45.48,3,0.0,20.9208
5593,324,CA-2019-162138,2019-04-23,Standard Class,GK-14620,Grace Kelly,Sales,Hesperia,California,92345.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004593,251.52,6,0.2,81.744
5594,331,US-2019-141544,2019-08-30,First Class,PO-18850,Patrick O'Brill,Email,Philadelphia,Pennsylvania,19143.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001524,37.764,6,0.7,-27.6936
5595,333,US-2019-150147,2019-04-25,Second Class,JL-15850,John Lucas,Email,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001153,20.724,2,0.7,-13.816
5596,334,US-2019-150147,2019-04-25,Second Class,JL-15850,John Lucas,Email,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001982,4.896,3,0.7,-3.4272
5597,335,CA-2018-137946,2018-09-01,Second Class,DB-13615,Doug Bickford,Email,Los Angeles,California,90045.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001922,4.752,1,0.2,1.6038
5598,337,CA-2018-137946,2018-09-01,Second Class,DB-13615,Doug Bickford,Email,Los Angeles,California,90045.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004140,14.368,4,0.2,4.49
5599,338,CA-2017-129924,2017-07-12,Standard Class,AC-10420,Alyssa Crouse,Sales,San Francisco,California,94122.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003314,7.712,2,0.2,2.7956
5600,342,CA-2017-122336,2017-04-13,Second Class,JD-15895,Jonathan Doherty,Sales,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003656,509.97,10,0.7,-407.976
5601,352,CA-2019-129714,2019-09-01,First Class,AB-10060,Adam Bellavance,Facebook,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002160,3.048,1,0.2,1.0668
5602,354,CA-2019-129714,2019-09-01,First Class,AB-10060,Adam Bellavance,Facebook,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004995,4355.168,4,0.2,1415.4296
5603,367,CA-2019-155516,2019-10-21,First Class,MK-17905,Michael Kennedy,Sales,Manchester,Connecticut,6040.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002412,23.2,4,0.0,10.44
5604,373,US-2017-119137,2017-07-23,Standard Class,AG-10900,Arthur Gainer,Email,Tucson,Arizona,85705.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001982,8.16,5,0.7,-5.712
5605,381,CA-2018-130792,2018-04-28,Standard Class,RA-19915,Russell Applegate,Email,Houston,Texas,77095.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000309,12.176,4,0.8,-18.8728
5606,383,CA-2019-134775,2019-10-28,First Class,AS-10285,Alejandro Savely,Sales,San Francisco,California,94109.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002225,49.536,3,0.2,17.3376
5607,390,CA-2020-101798,2020-12-11,Standard Class,MV-18190,Mike Vittorini,Email,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000050,23.36,4,0.2,7.884
5608,394,US-2017-134971,2017-06-07,Second Class,BP-11095,Bart Pistole,Sales,Peoria,Illinois,61604.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10003982,12.462,3,0.8,-20.5623
5609,395,CA-2020-102946,2020-06-30,Standard Class,VP-21730,Victor Preis,Facebook,Las Vegas,Nevada,89115.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004492,75.792,3,0.2,25.5798
5610,427,CA-2020-149160,2020-11-23,Second Class,JM-15265,Janet Molinari,Sales,Canton,Michigan,48187.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10001543,287.92,8,0.0,138.2016
5611,430,US-2019-123750,2019-04-15,Standard Class,RB-19795,Ross Baird,Facebook,Gastonia,North Carolina,28052.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10004584,189.588,2,0.7,-145.3508
5612,435,US-2017-150574,2017-12-19,Standard Class,MK-18160,Mike Kennedy,Email,Jacksonville,Florida,32216.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10000773,4.812,2,0.7,-3.6892
5613,462,CA-2018-109638,2018-12-15,Standard Class,JH-15985,Joseph Holt,Email,Seattle,Washington,98115.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001098,51.312,3,0.2,18.6006
5614,465,CA-2019-109869,2019-04-22,Standard Class,TN-21040,Tanja Norvell,Facebook,Phoenix,Arizona,85023.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10000315,28.485,5,0.7,-20.889
5615,470,US-2019-100419,2019-12-16,Second Class,CC-12670,Craig Carreira,Email,Chicago,Illinois,60610.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002194,4.788,3,0.8,-7.9002
5616,497,CA-2019-126158,2019-07-25,Standard Class,SC-20095,Sanjit Chand,Email,Costa Mesa,California,92627.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002498,119.616,8,0.2,40.3704
5617,501,US-2019-105578,2019-05-30,Standard Class,MY-17380,Maribeth Yedwab,Sales,Parker,Colorado,80134.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001670,22.62,2,0.7,-15.08
5618,502,US-2019-105578,2019-05-30,Standard Class,MY-17380,Maribeth Yedwab,Sales,Parker,Colorado,80134.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001658,14.952,2,0.7,-11.9616
5619,504,US-2019-105578,2019-05-30,Standard Class,MY-17380,Maribeth Yedwab,Sales,Parker,Colorado,80134.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10000831,2.376,3,0.7,-1.9008
5620,506,CA-2020-134978,2020-11-12,Second Class,EB-13705,Ed Braxton,Sales,New York City,New York,10024.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003274,15.92,5,0.2,5.373
5621,510,CA-2018-145352,2018-03-16,Standard Class,CM-12385,Christopher Martinez,Email,Atlanta,Georgia,30318.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10003527,6354.95,5,0.0,3177.475
5622,522,CA-2018-157812,2018-03-22,Standard Class,DB-13210,Dean Braden,Email,Houston,Texas,77041.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000285,14.112,9,0.8,-21.168
5623,535,CA-2019-168753,2019-05-29,Second Class,RL-19615,Rob Lucas,Email,Montgomery,Alabama,36116.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10002557,22.75,5,0.0,11.375
5624,537,US-2020-122637,2020-09-03,Second Class,EP-13915,Emily Phan,Email,Chicago,Illinois,60653.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002429,42.616,7,0.8,-68.1856
5625,538,CA-2018-147851,2018-12-03,Standard Class,MP-17470,Mark Packer,Facebook,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004528,10.752,4,0.2,3.36
5626,547,CA-2020-162929,2020-11-19,First Class,AS-10135,Adrian Shami,Facebook,New York City,New York,10035.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000404,41.28,6,0.2,13.932
5627,550,CA-2018-113173,2018-11-15,Second Class,DK-13225,Dean Katz,Sales,Chicago,Illinois,60653.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004738,11.364,3,0.8,-17.046
5628,561,CA-2020-118731,2020-11-20,Second Class,LP-17080,Liz Pelletier,Email,San Francisco,California,94110.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10000069,84.056,7,0.2,27.3182
5629,568,CA-2020-156951,2020-10-01,Standard Class,EB-13840,Ellis Ballard,Sales,Seattle,Washington,98105.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001107,81.088,7,0.2,27.3672
5630,573,CA-2020-164826,2020-12-28,Standard Class,JF-15415,Jennifer Ferguson,Email,New York City,New York,10024.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001922,33.264,7,0.2,11.2266
5631,585,CA-2020-145233,2020-12-01,Standard Class,DV-13465,Dianna Vittorini,Email,Denver,Colorado,80219.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002764,6.783,7,0.7,-4.7481
5632,591,US-2019-156986,2019-03-20,Standard Class,ZC-21910,Zuschuss Carroll,Email,Salem,Oregon,97301.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002498,16.821,3,0.7,-12.8961
5633,605,CA-2017-149958,2017-03-15,Standard Class,AS-10240,Alan Shonely,Email,Tampa,Florida,33614.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10000773,7.218,3,0.7,-5.5338
5634,606,CA-2017-149958,2017-03-15,Standard Class,AS-10240,Alan Shonely,Email,Tampa,Florida,33614.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10001543,43.188,4,0.7,-31.6712
5635,608,US-2017-105767,2017-05-23,Standard Class,AR-10510,Andrew Roberts,Email,Philadelphia,Pennsylvania,19134.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000848,3.282,2,0.7,-2.6256
5636,616,CA-2020-138611,2020-11-14,Second Class,CK-12595,Clytie Kelty,Email,Grove City,Ohio,43123.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002949,3.648,2,0.7,-2.7968
5637,619,CA-2020-117947,2020-08-18,Second Class,NG-18355,Nat Gilpin,Sales,New York City,New York,10011.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002824,107.424,9,0.2,33.57
5638,622,US-2017-111171,2017-12-26,Standard Class,CA-12265,Christina Anderson,Email,Chicago,Illinois,60610.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10002103,8.69,5,0.8,-14.773
5639,629,CA-2020-133431,2020-12-17,Standard Class,LC-17140,Logan Currie,Email,San Francisco,California,94122.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10000605,15.24,5,0.2,5.1435
5640,637,US-2019-123470,2019-08-15,Standard Class,ME-17725,Max Engle,Email,Aurora,Colorado,80013.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001989,18.882,3,0.7,-13.8468
5641,640,CA-2019-115917,2019-05-20,Standard Class,RB-19465,Rick Bensley,Facebook,Vallejo,California,94591.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10004728,15.424,4,0.2,5.0128
5642,656,CA-2019-137239,2019-08-22,Standard Class,CR-12730,Craig Reiter,Email,Columbus,Ohio,43229.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10002827,3.318,2,0.7,-2.6544
5643,659,US-2019-156097,2019-09-19,First Class,EH-14125,Eugene Hildebrand,Facebook,Aurora,Illinois,60505.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004654,2.308,2,0.8,-3.462
5644,663,CA-2018-146563,2018-08-24,Standard Class,CB-12025,Cassandra Brandow,Email,Arlington,Texas,76017.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10003981,2.724,3,0.8,-4.2222
5645,680,US-2020-119438,2020-03-18,Standard Class,CD-11980,Carol Darley,Email,Tyler,Texas,75701.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004632,182.994,3,0.8,-320.2395
5646,681,CA-2019-164511,2019-11-19,Standard Class,DJ-13630,Doug Jacobs,Email,New York City,New York,10024.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003305,14.352,3,0.2,4.6644
5647,700,CA-2018-119291,2018-05-14,First Class,JO-15550,Jesus Ocampo,Facebook,Chester,Pennsylvania,19013.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001575,18.588,2,0.7,-13.6312
5648,701,CA-2018-119291,2018-05-14,First Class,JO-15550,Jesus Ocampo,Facebook,Chester,Pennsylvania,19013.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001982,4.896,3,0.7,-3.4272
5649,710,CA-2017-112158,2017-12-02,First Class,DP-13165,David Philippe,Email,New York City,New York,10035.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000050,46.72,8,0.2,15.768
5650,716,CA-2017-153150,2017-07-01,Second Class,Dl-13600,Dorris liebe,Sales,Seattle,Washington,98105.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003355,19.92,5,0.2,6.972
5651,719,CA-2017-104472,2017-06-02,Standard Class,CK-12325,Christine Kargatis,Facebook,Orem,Utah,84057.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001658,59.808,3,0.2,19.4376
5652,735,CA-2020-131954,2020-01-21,Standard Class,DS-13030,Darrin Sayre,Facebook,Seattle,Washington,98115.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003982,99.696,6,0.2,33.6474
5653,736,CA-2020-131954,2020-01-21,Standard Class,DS-13030,Darrin Sayre,Facebook,Seattle,Washington,98115.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003291,27.936,4,0.2,9.4284
5654,738,CA-2020-131954,2020-01-21,Standard Class,DS-13030,Darrin Sayre,Facebook,Seattle,Washington,98115.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10000138,18.72,5,0.2,6.552
5655,742,CA-2017-112326,2017-01-04,Standard Class,PO-19195,Phillina Ober,Facebook,Naperville,Illinois,60540.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10004094,3.54,2,0.8,-5.487
5656,750,CA-2020-126074,2020-10-02,Standard Class,RF-19735,Roland Fjeld,Email,Trenton,Michigan,48183.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10003638,58.05,3,0.0,26.703
5657,753,CA-2020-126074,2020-10-02,Standard Class,RF-19735,Roland Fjeld,Email,Trenton,Michigan,48183.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000546,2.88,1,0.0,1.4112
5658,759,CA-2020-117240,2020-07-23,Standard Class,CP-12340,Christine Phan,Sales,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000848,13.128,3,0.2,4.2666
5659,767,CA-2017-162775,2017-01-13,Second Class,CS-12250,Chris Selesnick,Sales,Bossier City,Louisiana,71111.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10004187,5.64,3,0.0,2.7072
5660,771,CA-2020-104220,2020-01-30,Standard Class,BV-11245,Benjamin Venier,Sales,Des Moines,Iowa,50315.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10001036,18.28,2,0.0,9.14
5661,773,CA-2020-104220,2020-01-30,Standard Class,BV-11245,Benjamin Venier,Sales,Des Moines,Iowa,50315.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000301,32.35,5,0.0,16.175
5662,774,CA-2020-104220,2020-01-30,Standard Class,BV-11245,Benjamin Venier,Sales,Des Moines,Iowa,50315.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10003910,7.71,1,0.0,3.4695
5663,782,US-2018-157014,2018-10-03,Second Class,BM-11785,Bryan Mills,Email,Columbus,Ohio,43229.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001098,32.07,5,0.7,-22.449
5664,787,CA-2020-129567,2020-03-17,Second Class,CL-12565,Clay Ludtke,Email,Lancaster,California,93534.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10000014,17.456,2,0.2,5.8914
5665,789,CA-2018-115938,2018-06-26,Standard Class,SA-20830,Sue Ann Reed,Email,Richmond,Virginia,23223.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10001543,143.96,4,0.0,69.1008
5666,791,CA-2018-115938,2018-06-26,Standard Class,SA-20830,Sue Ann Reed,Email,Richmond,Virginia,23223.0,South,Power Muesli,Super Fibre Boost,OFF-BI-10001132,43.04,8,0.0,21.0896
5667,796,CA-2020-151428,2020-09-21,Standard Class,RH-19495,Rick Hansen,Email,Rochester,Minnesota,55901.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10000546,20.16,7,0.0,9.8784
5668,819,CA-2017-140858,2017-06-28,Standard Class,CA-12775,Cynthia Arntzen,Email,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003094,3.168,3,0.7,-2.4288
5669,821,CA-2017-140858,2017-06-28,Standard Class,CA-12775,Cynthia Arntzen,Email,Philadelphia,Pennsylvania,19140.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004230,31.086,3,0.7,-22.7964
5670,837,US-2017-115987,2017-09-08,Second Class,LH-17020,Lisa Hazard,Email,Tyler,Texas,75701.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10001071,51.184,4,0.8,-79.3352
5671,843,CA-2019-161669,2019-11-07,First Class,EM-14095,Eudokia Martin,Sales,Los Angeles,California,90036.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001294,37.44,4,0.2,11.7
5672,844,CA-2019-161669,2019-11-07,First Class,EM-14095,Eudokia Martin,Sales,Los Angeles,California,90036.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10001636,26.976,4,0.2,8.7672
5673,869,CA-2017-136742,2017-04-06,Standard Class,GP-14740,Guy Phonely,Sales,Lancaster,Pennsylvania,17602.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003719,44.91,6,0.7,-35.928
5674,870,CA-2019-158099,2019-09-03,First Class,PK-18910,Paul Knutson,Facebook,Philadelphia,Pennsylvania,19143.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000545,1141.47,5,0.7,-760.98
5675,874,CA-2017-148488,2017-12-10,Standard Class,SM-20005,Sally Matthias,Email,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10000315,106.344,7,0.2,37.2204
5676,879,US-2017-158638,2017-09-17,Standard Class,AG-10765,Anthony Garverick,Facebook,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003712,5.892,4,0.7,-4.1244
5677,880,CA-2020-111689,2020-11-30,Second Class,HP-14815,Harold Pawlan,Facebook,New York City,New York,10024.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003984,68.472,3,0.2,23.1093
5678,886,CA-2018-143602,2018-04-25,Second Class,JS-15595,Jill Stevenson,Sales,Los Angeles,California,90045.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10002071,13.944,3,0.2,4.5318
5679,888,CA-2020-150707,2020-10-14,Standard Class,EL-13735,Ed Ludwig,Facebook,Columbia,Maryland,21044.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001078,37.66,7,0.0,18.4534
5680,891,CA-2020-132934,2020-06-20,Standard Class,JE-15475,Jeremy Ellison,Email,New Rochelle,New York,10801.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10001098,51.312,3,0.2,18.6006
5681,896,CA-2019-105494,2019-11-10,First Class,PC-18745,Pamela Coakley,Sales,San Francisco,California,94122.0,West,Power Muesli,Super Fibre Boost,OFF-BI-10003364,70.008,3,0.2,24.5028
5682,900,US-2019-114622,2019-04-10,First Class,JR-16210,Justin Ritter,Sales,Springfield,Ohio,45503.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10004716,8.904,2,0.7,-6.5296
5683,902,CA-2020-150959,2020-11-11,First Class,TD-20995,Tamara Dahlen,Email,Garland,Texas,75043.0,Central,Power Muesli,Super Fibre Boost,OFF-BI-10001510,18.336,4,0.8,-32.088
5684,909,CA-2020-143259,2020-12-30,Standard Class,PO-18865,Patrick O'Donnell,Email,New York City,New York,10009.0,East,Power Muesli,Super Fibre Boost,OFF-BI-10003684,52.776,3,0.2,19.791
